,Candidate_name,Hashtag,Tweets,Polarity
60025,Donald Trump,#VoteHimOut,Well you know what i ve been praying the same thing for 4 long years and my prayers are about to be answered VoteHimOut SaveTheWorld,Negative
47139,Donald Trump,#VoteBidenHarrisToSaveAmerica,1 day till ElectionDay Get out there and do your part and VOTE VoteBidenHarrisToSaveAmerica VoteBiden VotingMatters BlueWave2020 2020Election AmericaOrTrump YourVoiceIsYourVote BidenHarris2020,Negative
49929,Donald Trump,#VoteBlueDownTheBallot,Check this list of NINETEEN states amp DofC that have SAME DAY VOTER REGISTRATION Get in line get registered VoteBlueDownTheBallot CA CO CT DC HI ID IL IA ME MD MI MN MO NV NH UT VT WI WY WA,Neutral
15547,Donald Trump,#BidenHarrisToEndThisNightmare,It s no game our lives depend on VoteHimOut2020 VoteBidenHarris2020 BidenHarrisToEndThisNightmare,Negative
53165,Donald Trump,#VoteBlueDownTheBallot,Wishing you good luck today from NY VoteBlueDownTheBallot,Neutral
1869,Donald Trump, #BidenHarrisLandslide2020,What s the irony that trump spent years telling people you re fired and now it s his turn to be fired BidenHarrisLandslide2020,Negative
27669,Donald Trump,#JoeBiden2020,This is the equivalent of the 1999 and 2005 Champions League final games JOEBIDEN2020,Neutral
11894,Donald Trump,#BidenHarris2020,Really looking forward to a BidenHarris2020 win We really can change our country for the better Not everyone is on board but we can still do this,Negative
1968,Donald Trump, #BidenHarrisLandslide2020,OMG I WAKE UP AND BIDEN S FLIPPED PENNSYLVANIA AND GEORGIA BlueWave2020 Elections2020 BidenHarrisLandslide2020,Neutral
14070,Donald Trump,#BidenHarrisToEndThisNightmare,PLEASE VOTE BLUE PLEASE OUR LIVELIHOODS ARE ON THE LINE BidenHarris2020ToSaveAmerica TrumpIsALoser BidenHarris2020 BidenHarrisToEndThisNightmare PLEASE,Negative
49068,Donald Trump,#VoteBidenHarrisToSaveAmerica,From someone who is definitely not OK I totally appreciate this post VoteBlueToEndTheNightmare VoteHimOut VoteBidenHarrisToSaveAmerica VOTE,Neutral
49885,Donald Trump,#VoteBlueDownTheBallot,says we re gonna be fine amp to put away the razor blades amp the Ambien VoteBlueDownTheBallot,Negative
5672,Donald Trump,#Biden2020,Biden2020 Will win like if u think he will win,Negative
23393,Donald Trump,#DumpTrump2020,It s not about him DumpTrump2020,Neutral
58331,Donald Trump,#VoteHimOut,And just like that America is Great Again VoteHimOut BidenHarris2020 BidenHarrisToEndThisNightmare jemelehill KamalaHarris JoeBiden,Neutral
13446,Donald Trump,#BidenHarrisToEndThisNightmare,Vote2020 like your life depends on it because it does ElectionDay2020 BidenHarris2020 BlueWave VoteBlueDownTheBallot DumpTrump accountability ScienceMatters BidenHarrisToEndThisNightmare,Negative
24809,Donald Trump,#DumpTrump2020,Tomorrow is the big voting day Please vote Trump out DumpTrump2020 2020Elections,Neutral
28591,Donald Trump,#JoeBiden2020,TY Beloved Good Trouble from above CLAYTON COUNTY GEORGIA New votes in from 1602 223 1380 for JOEBIDEN2020,Negative
18613,Donald Trump,#BlueWave2020,Still relevant 4 long years later BidenHarris2020 BidenHarrisToSaveAmerica DividerInChief TrumpIsARacist BlueWave2020,Negative
45405,Donald Trump,#VoteBidenHarrisToSaveAmerica,Accurately represents situation we are in VoteBidenHarrisToSaveAmerica VoteBidenHarrisToPROTECTOurGunRights TrumpWillTakeOurGuns Just Like TrumpHasTrampledFreeSpeech TrumpExecOrderLtdFedWorkersFreeSpeech ALREADY FreeSpeech,Negative
144,Donald Trump, #BidenHarrisLandslide2020,Truth wins over lies amp evil ChooseTruthOverTrump bidenharis2020 BidenHarris2020 RidenWithBiden BidenPresident ByeByeTrump FuckTrump BidenHarrisLandslide2020 YoureFiredTrump TrumpMeltdown TrumpLost,Negative
42270,Donald Trump,#VoteBidenHarris2020,How many EC votes does East Nigeria get again DumpTrump VoteBidenHarris2020 VoteBlueToSaveAmerica,Neutral
12242,Donald Trump,#BidenHarris2020,It s gonna get CRAZY As in if you got a hunker to bunker in BidenHarris2020 Trump,Negative
53344,Donald Trump,#VoteBlueDownTheBallot,Wise words indeed VoteBlueDownTheBallot,Neutral
57576,Donald Trump,#VoteBlueToSaveAmerica2020,Let s finally end this freakin nightmare BidenHarris2020 VoteBlueToSaveAmerica2020,Negative
3167,Donald Trump,#ArizonaforBiden,Please oh please oh please RepublicansForBiden BuildBackBetter RepublicansforBiden ArizonaForBiden Biden mccainsrevenge KamalaHarrisVP PresidentElectBiden AOC WomenForBiden BLM TrumpIsLosing Arizona NVElection PresidentElectBiden ObamaWasBetterAtEverything,Negative
13548,Donald Trump,#BidenHarrisToEndThisNightmare,Are a real pro life VoteHimOut BidenHarrisToEndThisNightmare,Neutral
55092,Donald Trump,#VoteBlueToSaveAmerica2020,THIS is what we needed in the White House not the clown we have now But there is hope and optimism vote VoteTrumpOut2020 VoteBlueToEndTheNightmare VoteBlueToSaveAmerica2020 VoteBlueToHealOurCountry,Negative
63659,Donald Trump,#WisconsinForBiden,Elections2020 Wisconsin called for Pathto270 BlueVote NowWeCount NowWeWait Decision2020 Biden2020 WisconsinForBiden Michigan Pennsylvania Nevada,Neutral
13130,Donald Trump,#BidenHarrisToEndThisNightmare,If you are able to vote vote for those who cannot vote Your vote matters I promise BidenHarris2020 BidenHarrisToEndThisNightmare,Negative
55284,Donald Trump,#VoteBlueToSaveAmerica2020,12 52AM November 3 2016 Raleigh North Carolina It was a really good night VoteBlueToSaveAmerica2020,Positive
41968,Donald Trump,#VoteBidenHarris2020,we all want change n the world right well let s start that by changing who s the current president BECAUSE HAS HAS DONE SHIT he been in office for 4 years and we re in a much shittier position then in 2016 VoteHimOut VoteBidenHarris2020 VoteBlueToEndTheNightmare Vote2020,Negative
9806,Donald Trump,#BidenHarris2020,Yes because you will have no power Sit down and let the adults fix the show you will be leaving BidenHarris2020 BidenHarrisLandslide2020 BlueWave2020 BidenHarrisToSaveAmerica BlackLivesMatter BuildBackBetter BlueWave,Negative
46977,Donald Trump,#VoteBidenHarrisToSaveAmerica,I heard ugly bitches vote for trump If I were you I wouldn t wanna be an ugly b VoteBidenHarrisToSaveAmerica,Negative
27749,Donald Trump,#JoeBiden2020,There have been a lot of where were you moments this week Elections2020 BidenHarris2020ToSaveAmerica JOEBIDEN2020,Neutral
28664,Donald Trump,#JoeBiden2020,8 million more votes Thats the fkin joke JOEBIDEN2020 JoeBiden could not gather more than 100 people anywhere He spoke but HE smashed Obama s VOTE record Vote2020 Election2020 ElectionDay ElectionResults2020 elections USA USElection2020 USElectionResults,Neutral
2407,Donald Trump, #BidenHarrisLandslide2020,Trump deserves everything that s happening to him USElections USElection2020 USElectionResults JOEBIDEN2020 BidenHarrisLandslide2020,Negative
9417,Donald Trump,#BidenHarris2020,You win George Voted Red Tennessee 63 It was easy to vote for BidenHarris2020,Negative
15237,Donald Trump,#BidenHarrisToEndThisNightmare,Screw you I voted BidenHarrisToEndThisNightmare,Negative
30144,Donald Trump,#JoeBiden2020,Ha So there you are accusers Said with my hands on my hips for added emphasis ElectionResults2020 CountEveryVote JOEBIDEN2020,Neutral
21221,Donald Trump,#BlueWave2020,Silence on this matter is reprehensible and unacceptable Here s hoping that the vast majority of the American electorate will also feel that way and dumptrump and his vile complicit hypocritical GOPenablers in a massive BlueWave2020,Negative
44265,Donald Trump,#VoteBidenHarris2020,Please make America great again VoteBidenHarris2020,Negative
45190,Donald Trump,#VoteBidenHarrisToSaveAmerica,The worst years are always on the watch of the GOP W left Obama with a mess to clean up and DJT is leaving Biden with another mess This is on him his incompetence has cost millions their jobs and thousands their lives VoteBidenHarrisToSaveAmerica,Neutral
51800,Donald Trump,#VoteBlueDownTheBallot,Need to expand SCOTUS and right the current imbalance on the court and also add DC and PR as states People pay federal taxes and deserve representation in Congress These important things can only be achieved with democratic control Let s get it done VoteBlueDownTheBallot,Negative
8899,Donald Trump,#BidenHarris2020,The shot with Biden walking on the airplane runway gave me chills VoteBlueToEndTheNightmare BidenHarris2020,Negative
17682,Donald Trump,#BlueWave2020,Yesss BlueWave2020 Rubio agrees,Negative
6530,Donald Trump,#Biden2020,No matter how you vote we are still Brothers and Sisters in Christ Biden2020,Neutral
26842,Donald Trump,#JoeBiden2020,Kamra Farewell song for our beloved Doland Trump POTUS ByeByeTrump USPresidentialElections2020 USElectionResults JOEBIDEN2020 USElections USElectionResults2020 USElection TrumpMeltdown BidenPresident BidenVsTrump,Negative
10229,Donald Trump,#BidenHarris2020,ElectionDay Elecciones2020 vote ON OUR WAY TO THE POLLS BidenHarris2020,Neutral
4337,Donald Trump,#Biden2020,It just hit me being a women and voting at the same time Biden2020,Negative
22328,Donald Trump,#DumpTrump2020,TODAY IS ELECTIONDAY ELECTION DAY 2020 GO AND VOTE GOANDVOTE THE PRESIDENT IS VOTED ON BY THE PEOPLE SO MAKE YOUR VOTE COUNT DUMPTRUMP2020 lt 3,Neutral
37013,Donald Trump,#VoteBiden,Ewww I m wearing red on Election Day VoteBiden JoeBidenKamalaHarris2020 vote VoteBlue,Neutral
1973,Donald Trump, #BidenHarrisLandslide2020,is a loosing his shit right now and having tantrum like a 5 year old Then that is his mental age BidenHarrisLandslide2020 Elections2020,Negative
33443,Donald Trump,#OhioForBiden,Did it OhioForBiden,Negative
3536,Donald Trump,#ArizonaforBiden,Thank you Arizona ArizonaforBiden ArizonaBlue,Negative
53565,Donald Trump,#VoteBlueDownTheBallot,We have Resisted Persisted and tomorrow WeRiseUpTogether VoteBlueDownTheBallot BidenHarris2020,Neutral
13130,Donald Trump,#BidenHarrisToEndThisNightmare,If you are able to vote vote for those who cannot vote Your vote matters I promise BidenHarris2020 BidenHarrisToEndThisNightmare,Negative
48160,Donald Trump,#VoteBidenHarrisToSaveAmerica,I ve been feeling incredibly anxious all day recently and while this doesn t change that anxiety quite to hope it def gets me amped AF get m Em VoteBidenHarrisToSaveAmerica Eminem,Neutral
48596,Donald Trump,#VoteBidenHarrisToSaveAmerica,Listening to these idiots chanting I love you at the orange moron makes me want to hurl BidenHarris2020 ByeDon VoteBidenHarrisToSaveAmerica,Negative
56058,Donald Trump,#VoteBlueToSaveAmerica2020,Beautiful Come on America we can do this VoteBlueToSaveAmerica2020,Negative
35109,Donald Trump,#VoteBiden,kyh Proba Election2020 Elections2020 election Vote2020 VOTE VoteHimOut VoteBiden VoteBlueToEndTheNightmare VoteBlueToSaveAmerica VoteBlue VoteBlue2020 VoteBlueToSaveAmerica2020 trendingTopic,Neutral
49495,Donald Trump,#VoteBlue2020,Let s make this T shirt for TrendingNow trendingtopic AZPANVGA AZNVPAGA NVAZPAGA GAPANVAZ CountEveryVote CountEveryBallot VoteBlue2020,Neutral
33906,Donald Trump,#OhioForBiden,Welcome back to Cleveland Feel free to visit me and my staff today in Middleburg Heights BidenHarris2020 OhioForBiden VOTE VoteBlue,Neutral
13235,Donald Trump,#BidenHarrisToEndThisNightmare,Hoping US voters decide to make America great again tonight by electing Joe Biden BidenHarrisToEndThisNightmare,Negative
42602,Donald Trump,#VoteBidenHarris2020,As a Davenport IA native I agree SPN SPNFamily vote VoteBidenHarris2020,Negative
12023,Donald Trump,#BidenHarris2020,Still waiting on your taxes and your healthcare How do you vote for a guy like that BidenHarris2020 VOTE VoteBlueToEndTheNightmare,Negative
11051,Donald Trump,#BidenHarris2020,Dear America you are loved Come back to us and vote for BidenHarris2020 Stay safe x,Negative
4918,Donald Trump,#Biden2020,Trump better pack it up pack it in and let Biden begin Biden2020,Negative
50977,Donald Trump,#VoteBlueDownTheBallot,Cautiously optimistic I m impressed by all of us who were inspired to help out poll workers letter writers phonebank callers Rallying all that energy BidenHarris2020 VoteBlueDownTheBallot VoteBlueToSaveAmerica2020 VoteBlueToEndTheNightmare,Neutral
25971,Donald Trump,#DumpTrump2020,Christians for the antichrist is the Trump way DumpTrump2020,Negative
51901,Donald Trump,#VoteBlueDownTheBallot,THE WORLD the WORLD IS PRAYING FOR US VoteBlueToSaveAmerica VoteBlueDownTheBallot,Negative
33822,Donald Trump,#OhioForBiden,it s a beautiful day to be a libtard ohiovoted ohioforbiden,Negative
27805,Donald Trump,#JoeBiden2020,You gotta win Joe I ve got your back JOEBIDEN2020,Negative
27491,Donald Trump,#JoeBiden2020,Wikipedia called Biden Preisdent elect half an hour ago but since then reversed it again Elections2020 JOEBIDEN2020,Neutral
55856,Donald Trump,#VoteBlueToSaveAmerica2020,WonderfulMichigan Everyone in Every State should vote for Biden Harris A vote for trump is a vote for Tyranny amp a Dictatorship Run Country VoteBlueToSaveAmerica2020 Your Freedom Rights Constitution Country amp Laws depend on it GOP have shown they care nothing about USA,Negative
1137,Donald Trump, #BidenHarrisLandslide2020,Congratulations to America you finally have a new President so well deserved a good man a true President BidenHarrisToSaveAmerica BidenHarrisLandslide2020,Negative
6848,Donald Trump,#Biden2020,Get ready Biden2020,Negative
22361,Donald Trump,#DumpTrump2020,OH AS YOU SAY THE SHIT HOLE COUNTRIES NOW U LUVN THEM HOW MUCH U PAID FOR THIS VoteHimOut VoteBidenHarrisToSaveAmerica VOTE Vote2020 BidenHarris2020 TRUMP DumpTrump2020 Africa USPresidentialElections2020,Neutral
33272,Donald Trump,#LyingTrump,More like LyingTrump As long as you re in line you can vote,Negative
12108,Donald Trump,#BidenHarris2020,I prefer Protectors for myself Bring it BidenHarris2020,Negative
29559,Donald Trump,#JoeBiden2020,is literally the best thing to happen to 2020 she needs a place in your cabinet We need more of her in politics StaceyAbrams JOEBIDEN2020 PresidentElectJoeBiden,Negative
16441,Donald Trump,#BidenHarrisToEndThisNightmare,More scare tactics Skippy Is that all you ve got Commies and socialists are gonna getcha if you don t vote for me Too bad you don t have an actual record you could run on BidenHarrisToEndThisNightmare,Neutral
63929,Donald Trump,#WisconsinForBiden,THIS yep Dear Wisconsin I love the Cubs more than anything but I promise I will go Brewers Come on Wisconsin WisconsinForBiden,Negative
37380,Donald Trump,#VoteBiden,Your vote matters we need to VoteHimOut VoteBiden VoteBlueToEndTheNightmare,Negative
49993,Donald Trump,#VoteBlueDownTheBallot,rami Eating our VoteBlueDownTheBallot oatmeal yesterday,Neutral
21361,Donald Trump,#BlueWave2020,No outside lines waited approximately 5 6 minutes I voted for BlueWave2020,Negative
36259,Donald Trump,#VoteBiden,texas can yeehaw the the fuck away VoteBiden Vote2020,Negative
27019,Donald Trump,#JoeBiden2020,Azerbaijan Army has finally liberated the Lachin Corridor USA Russia France NagornoKarabagh USElectionResults USAelection2020 JOEBIDEN2020 JoeBidenKamalaHarris2020 BidenHarris2020 USAElections USA Putin Greece Armenia Azerbaijan Turkey,Neutral
17653,Donald Trump,#BlueWave2020,Many advise that I shouldn t have some sort of thing of not getting political etc etc I d rather not have myself and the brand that I m putting behind my creations convey that I m afraid of taking a stand resist Vote2020 BlueWave2020 BidenHarris2020,Negative
46250,Donald Trump,#VoteBidenHarrisToSaveAmerica,We are looking forward to your return Enjoy our beautiful state VoteBidenHarrisToSaveAmerica WonderfulMichigan,Negative
37814,Donald Trump,#VoteBiden,Planning on having an early night tonight here in Europe and hoping to wake up to a new dawn Americans do your thing MAKE AMERICA NORMAL AGAIN Vote VoteBiden,Negative
60254,Donald Trump,#VoteHimOut,49 4 to 49 9 come on Georgia bring it home VoteHimOut,Negative
10359,Donald Trump,#BidenHarris2020,Guys its almost election day So remember DONT VOTE FOR DIDO 2020Elections dido AmyWinehouse BidenHarris2020 KamalaHarris JoeBiden turnip2002 dontvotefordidoshewillkillyou,Neutral
24683,Donald Trump,#DumpTrump2020,And come Tuesday night the people will decree and we ll kick his ass out if he doesn t concede And we ll merrily exclaim with our heartfelt screams Good riddance you bastard but thanks for the memes Trump Election2020 DumpTrump2020,Negative
9716,Donald Trump,#BidenHarris2020,Tomorrow is the big day Make sure you get out and have your vote counted today or tomorrow getoutandvote gethimout voteblue2020 bidenharris2020 pleaseletthisend,Neutral
19930,Donald Trump,#BlueWave2020,Husband was sent absentee ballot Dunno why When he went to vote in person today they caught it He came home got the absentee ballot traded in for in person day of ballot Our system works Have faith in local election officials Vote2020 BlueWave2020,Neutral
28382,Donald Trump,#JoeBiden2020,Congratulations JOEBIDEN2020,Negative
53907,Donald Trump,#VoteBlueDownTheBallot,Right on VoteBidenHarris VoteBlueDownTheBallot,Negative
23397,Donald Trump,#DumpTrump2020,Beautiful DumpTrump2020 BidenHarris2020,Neutral
48346,Donald Trump,#VoteBidenHarrisToSaveAmerica,Didn t Hitler build a non climbable wall around his bunker BunkerBoy BunkerBaby BunkerBoyTrump Biden2020 BidenHarris2020 BidenHarris VoteBidenHarrisToSaveAmerica VoteBidenHarris2020 Vote for change unity sanity less tweeting and more leadership MAGA,Negative
35672,Donald Trump,#VoteBiden,Yessss yesss yesss VoteBiden VoteWithKindness,Negative
51269,Donald Trump,#VoteBlueDownTheBallot,we ALL are VoteBidenHarrisToSaveAmerica VoteBlueDownTheBallot,Negative
27868,Donald Trump,#JoeBiden2020,takes the lead in PA LESSGOOO Bidenforpresident bidenharis2020 JOEBIDEN2020,Negative
12099,Donald Trump,#BidenHarris2020,Dictatorship is NOT THE UNITED STATES OF AMERICA THE LAND OF THE FREE VOTE AMERICA BECAUSE EVERYTHING IS ON THE BALLOT VoteResponsibly BidenHarris2020 BidenHarris2020ToSaveAmerica Election2020 ElectionDay,Negative
54837,Donald Trump,#VoteBlueToSaveAmerica2020,Vote Trump out 2020Election VoteBlueToSaveAmerica2020 Election2020,Neutral
5602,Donald Trump,#Biden2020,I believe in Americans they re not going to make the wrong choice again Elections2020 Biden2020,Negative
33182,Donald Trump,#LyingTrump,He is already up here lying ElectionResults2020 LyingTrump BlueWave,Negative
35259,Donald Trump,#VoteBiden,Pennsylvania Georgia we hope you will be trump has done nothing for you It is time to change Elections2020 VoteBiden,Negative
17511,Donald Trump,#BlueWave2020,On the rocks with a twist Heavy drinking which for this lightweight means at least one cocktail to commence shortly but have to be awake for our ElectionNight Zoom party BlueWave2020,Neutral
5678,Donald Trump,#Biden2020,Trumpies go and change your diapers you little shit baby s Biden2020,Negative
56867,Donald Trump,#VoteBlueToSaveAmerica2020,60Minutes underscores how ridiculous trump voters are Ohio VoteBlueToSaveAmerica2020 COVID19 JOEBIDEN2020,Negative
11424,Donald Trump,#BidenHarris2020,THANK YOU ALL I VOTED BLUE LET S GO BidenHarris2020ToSaveAmerica BidenHarris2020ToSaveAmerica BidenHarris2020ToSaveAmerica BidenHarris2020ToSaveAmerica BidenHarris2020ToSaveAmerica BidenHarris2020,Negative
44317,Donald Trump,#VoteBidenHarris2020,It s not 2016 stop repeating that wishful thinking bullshit VoteBidenHarris2020 Vote VoteBlue,Negative
